ID,building_visited,choice,Speed,Laziness,Destination floor,Fatigue,Luggage,Elevator speed,"Environmental
consciousness",Temperature,Appeal,"Number of people
waiting for the elevator",Peers,measurement_no,Health
D2ERX43vj,TÓK,1,2,1,5,3,3,4,7,3,4,0,peers_stairs,5,NA
xXYwL50k1,PPK Kazinczy utca,0,10,5,3,3,5,7,5,10,5,0,peers_elevator,5,NA
JN5n026BD,PPK Kazinczy utca,0,5,8,7,8,7,5,0,5,0,0,no_peers,5,NA
Gnv32DdPj,BTK F épület,1,3,3,1,6,3,4,4,5,3,1,peers_stairs,5,NA
lKMdkJZEW,BTK F épület,1,1,3,6,3,1,6,6,2,1,0,no_peers,5,NA
VkbW6j2W1,PPK Kazinczy utca,0,5,5,7,5,0,5,0,5,0,0,peers_elevator,5,NA
yeWnJ8elK,BTK Rákóczi utca 5 (R5),1,0,0,0,0,0,10,0,0,0,10,no_peers,5,NA
28vpj8vwy,Lágymányos Északi Tömb,1,5,3,2,4,0,6,2,2,5,2,no_peers,5,NA
MBqo3ZVM0,Egyéb:,0,5,1,10,6,0,8,0,0,0,0,no_peers,5,NA
An40DkxjZ,PPK Kazinczy utca,1,7,4,0,2,0,3,5,3,6,0,no_peers,5,NA
or41BGrbM,BTK Rákóczi utca 5 (R5),0,10,0,10,4,0,8,0,0,0,2,no_peers,5,NA
Anlw8Epwy,TÓK,1,7,9,3,3,3,5,10,9,5,4,peers_elevator,5,NA
rYexmQqjq,Lágymányos Déli Tömb,1,0,1,2,5,0,1,0,2,7,2,peers_stairs,6,NA
P0ZqMN23E,Lágymányos Északi Tömb,0,10,0,4,0,0,0,5,0,4,10,no_peers,6,NA
jbxdd36Jo,BTK Rákóczi utca 5 (R5),1,4,4,10,4,1,5,6,0,0,8,no_peers,6,NA
lKB1Pjlj7,PPK Kazinczy utca,1,7,10,0,10,0,5,5,0,0,0,peers_stairs,6,NA
WEab5ZZ2V,TÓK,0,9,8,10,10,10,3,1,2,5,0,no_peers,6,NA
288Dq02ko,TÓK,1,7,4,9,8,6,6,8,6,6,3,peers_stairs,6,NA
Zw6Pxn5EZ,Lágymányos Déli Tömb,1,7,7,0,10,6,8,6,0,0,3,no_peers,6,NA
Anlw8Epwy,TÓK,0,8,10,10,8,4,2,2,2,8,3,peers_elevator,6,NA
lKMmZ300L,Lágymányos Déli Tömb,1,4,2,2,2,2,5,6,2,4,4,peers_stairs,6,NA
jb3DJD1lr,"BGGYK A, B épület",1,0,5,0,4,0,0,1,0,0,0,peers_stairs,6,NA
Vk6lVYR41,PPK Kazinczy utca,0,4,2,1,2,2,2,2,0,2,4,peers_stairs,6,NA
RDMRX5GPK,BTK Rákóczi utca 5 (R5),1,0,0,2,3,0,6,8,7,3,0,peers_stairs,6,NA
D2ERX43vj,TÓK,1,0,3,3,8,4,4,5,2,6,0,peers_stairs,6,NA
P0wvY8Plx,Lágymányos Északi Tömb,0,5,8,4,7,6,6,5,3,0,2,no_peers,6,NA
m5Y26B3kX,PPK Kazinczy utca,1,0,0,2,0,0,3,10,0,7,0,peers_stairs,6,NA
nW10b0reX,Lágymányos Északi Tömb,1,2,2,1,2,1,0,8,0,6,6,peers_stairs,6,NA
LE7G1RvbM,PPK Izabella utca,0,2,5,4,5,1,1,0,0,0,0,no_peers,6,NA
GnGD7plZp,PPK Kazinczy utca,0,0,6,2,9,0,3,0,0,0,7,peers_elevator,6,NA
bEmqb6KLw,"BGGYK A, B épület",1,7,1,6,2,0,7,10,3,0,3,no_peers,6,NA
An15a3JD0,Lágymányos Déli Tömb,0,8,6,10,5,3,5,2,3,5,1,no_peers,6,NA
lKrl8llmY,Lágymányos Déli Tömb,1,0,1,7,1,4,9,0,0,0,0,no_peers,6,NA
JN2G27358,Lágymányos Déli Tömb,1,10,5,10,10,5,0,10,10,3,10,no_peers,6,NA
RDVd2AaVL,"BGGYK A, B épület",0,5,5,4,10,5,7,4,7,3,3,peers_elevator,6,NA
7VY13Kkp4,BTK C épület,1,7,2,1,2,2,5,7,3,6,7,no_peers,6,NA
BvXP2m2RB,TÓK,1,10,8,1,5,0,0,9,0,0,10,peers_stairs,6,NA
rYBw7xP1e,"BGGYK A, B épület",1,9,8,6,9,8,10,10,8,3,10,peers_elevator,6,NA
BvAqRAqp4,BTK Rákóczi utca 5 (R5),0,0,9,10,3,0,8,0,0,2,2,no_peers,6,NA
pv0vKWrm1,PPK Kazinczy utca,0,10,5,7,5,0,5,3,4,6,7,peers_elevator,6,NA
5NL3L7lvm,PPK Izabella utca,1,3,1,2,3,2,5,10,5,3,0,peers_stairs,6,NA
VkQ260p0v,PPK Kazinczy utca,1,3,4,3,6,3,3,5,2,6,2,peers_elevator,6,NA
rYBw7xP1e,"BGGYK A, B épület",1,8,9,10,9,8,6,10,7,0,9,peers_elevator,6,NA
JNvwRG7QD,TÓK,1,8,0,8,0,5,6,10,3,6,10,peers_stairs,6,NA
nWbNVR837,PPK Kazinczy utca,1,0,0,0,4,0,10,6,0,2,0,no_peers,6,NA
28r57BmMo,PPK Kazinczy utca,1,0,4,2,4,0,7,7,3,6,0,no_peers,6,NA
5NWdqeKJJ,Egyéb:,1,0,0,0,0,0,6,0,0,8,5,peers_stairs,6,NA
GnN2GYnkP,Lágymányos Északi Tömb,1,0,0,0,0,0,0,1,0,1,0,no_peers,6,NA
JNPj0ZEKQ,BTK F épület,1,2,4,3,5,3,6,7,6,4,3,no_peers,6,NA
ZwRRkJ5xw,Egyéb:,0,10,0,10,0,0,0,0,0,0,0,peers_elevator,6,NA
288DpnWYn,TÓK,1,0,0,0,0,0,0,4,0,2,0,no_peers,6,NA
GnGDPvBZ7,"BGGYK A, B épület",1,9,4,7,6,3,9,7,5,2,1,peers_elevator,6,NA
m526yXraM,Lágymányos Déli Tömb,1,8,2,0,2,0,7,2,0,0,7,peers_stairs,6,NA
orD2VnvQ3,Lágymányos Déli Tömb,1,3,4,5,7,6,5,4,5,4,3,no_peers,6,NA
m5j7oGA1M,BTK Rákóczi utca 5 (R5),1,0,0,10,0,4,6,9,7,4,0,no_peers,6,NA
YwPWjpv47,Lágymányos Déli Tömb,1,0,4,2,4,1,8,8,7,5,4,peers_stairs,6,NA
RDJMyaB2L,TÓK,1,0,0,0,0,0,4,8,0,0,3,no_peers,6,NA
aEVoKx4NB,BTK C épület,1,7,1,5,3,1,2,1,3,7,0,peers_stairs,6,NA
jbxEPAXZr,PPK Kazinczy utca,0,5,8,8,6,2,6,1,2,1,0,no_peers,6,NA
LE7nkPm8K,BTK Rákóczi utca 5 (R5),1,0,0,0,0,0,5,0,0,7,0,no_peers,6,NA
4NaWnNZa3,Lágymányos Déli Tömb,0,1,5,6,7,8,8,2,1,0,0,no_peers,6,NA
28VEwdA6o,PPK Kazinczy utca,1,0,0,6,4,0,5,2,0,0,2,peers_stairs,6,NA
qNrP7ryDP,Lágymányos Északi Tömb,0,5,2,9,3,2,3,2,1,4,2,no_peers,6,NA
xXAoALMN8,Lágymányos Északi Tömb,0,8,5,10,9,10,5,4,5,2,2,no_peers,6,NA
v0032QZGe,Lágymányos Déli Tömb,1,2,0,3,3,0,4,6,0,4,0,peers_stairs,6,NA
JN4lDolMx,Lágymányos Déli Tömb,0,7,5,10,9,6,5,1,9,0,4,no_peers,6,NA
yeK863Lw3,BTK I épület,1,6,2,2,4,3,5,7,7,8,2,no_peers,6,NA
m5YBwjjVk,BTK Rákóczi utca 5 (R5),0,7,2,10,3,1,10,2,0,4,6,peers_elevator,6,NA
rYLL1YWq7,BGGYK C épület,1,3,0,0,1,0,3,9,1,1,1,no_peers,6,NA
jbVvE7j64,BTK D épület,0,8,3,0,7,0,9,3,2,1,1,no_peers,6,NA
yeL2QZ5JK,PPK Kazinczy utca,1,3,1,3,1,1,0,10,0,0,0,no_peers,6,NA
lK4doLjXX,PPK Kazinczy utca,0,10,7,9,10,6,7,0,5,4,0,no_peers,6,NA
aEJL5DXGn,Lágymányos Északi Tömb,0,2,4,4,6,2,5,7,6,8,8,peers_stairs,6,NA
yeJbexLDj,Lágymányos Északi Tömb,1,0,0,2,5,6,0,10,5,10,3,peers_stairs,6,NA
Q3K2DA0Jr,Lágymányos Déli Tömb,1,3,6,2,3,3,4,3,5,4,3,no_peers,6,NA
8xGkp2YMm,PPK Kazinczy utca,1,0,6,0,6,1,5,7,0,6,1,no_peers,6,NA
pvvWlbeL6,TÓK,0,5,9,10,9,9,4,3,8,5,4,peers_elevator,6,NA
4NxpGMjyB,Egyéb:,1,0,0,0,3,0,0,7,0,0,0,peers_stairs,6,NA
ZwBr11v0e,Lágymányos Déli Tömb,1,10,1,10,4,2,6,9,4,5,10,peers_elevator,6,NA
P0PRd5jd8,Lágymányos Déli Tömb,1,0,0,0,3,0,5,10,0,0,0,no_peers,6,NA
pvKVnxmJN,PPK Kazinczy utca,1,7,2,0,3,0,7,8,2,7,1,no_peers,6,NA
1mm4R4nwY,Lágymányos Déli Tömb,1,1,0,0,2,0,0,3,2,5,4,peers_elevator,6,NA
WEoLKkAL2,PPK Izabella utca,0,10,0,5,0,0,10,0,0,0,3,peers_elevator,6,NA
bE1ED3n2K,PPK Kazinczy utca,0,10,8,8,9,7,6,1,0,5,2,no_peers,6,NA
VkYwmWjB7,Lágymányos Déli Tömb,0,10,9,10,9,2,3,0,0,0,2,no_peers,6,NA
MBym1rbko,PPK Kazinczy utca,1,0,3,4,8,6,0,10,0,5,0,no_peers,6,NA
v0mJ8ynWM,PPK Kazinczy utca,1,10,0,1,8,0,3,10,0,4,0,no_peers,6,NA
E8B1Ye7kd,BTK I épület,0,3,7,8,5,4,9,5,5,4,0,no_peers,6,NA
lKK6bvYkB,Lágymányos Északi Tömb,0,10,0,10,6,0,9,0,0,0,0,peers_elevator,6,NA
yeQqnbexL,PPK Izabella utca,0,4,5,6,8,0,5,5,5,3,4,peers_elevator,6,NA
RD02PnRda,Lágymányos Északi Tömb,1,0,0,0,10,4,0,5,0,0,10,no_peers,6,NA
m5P6RM18W,PPK Kazinczy utca,1,6,2,2,2,2,2,2,1,2,0,peers_stairs,6,NA
BvbAy3aj0,PPK Kazinczy utca,1,7,0,6,0,0,5,5,0,7,7,no_peers,6,NA
5NNJLPDxV,PPK Kazinczy utca,1,2,0,4,7,5,5,5,7,5,5,peers_stairs,6,NA
yeYPYDK6p,Lágymányos Déli Tömb,1,2,2,4,4,3,4,2,6,5,5,no_peers,6,NA
VkrYlbQ22,BTK C épület,1,10,0,5,8,1,5,7,10,5,2,peers_stairs,6,NA
lKM7vwBwL,TÓK,0,3,0,0,5,5,3,0,0,0,0,peers_elevator,6,NA
WEaJjw5Nj,Lágymányos Északi Tömb,0,10,2,10,3,7,3,2,0,3,4,peers_elevator,6,NA
ZwK52xmYq,BTK I épület,1,3,7,1,3,5,6,9,3,7,4,peers_elevator,6,NA
5NpmDLaBL,TÓK,1,0,0,0,0,0,0,10,0,10,0,no_peers,6,NA
nWGXLRPX7,PPK Kazinczy utca,1,8,0,10,6,0,6,6,3,5,0,peers_stairs,6,NA
w66QN3jm5,TÓK,1,4,4,2,0,0,4,5,0,0,6,no_peers,6,NA
7Vk7rKppr,Lágymányos Déli Tömb,1,0,0,0,1,1,4,0,0,1,7,peers_stairs,6,NA
8xGMlw33a,Lágymányos Déli Tömb,0,10,5,10,5,5,0,0,8,7,10,peers_elevator,6,NA
orw41QoRW,BTK Rákóczi utca 5 (R5),0,10,0,10,10,0,4,0,0,0,8,peers_elevator,6,NA
w66EQJRyW,PPK Kazinczy utca,1,4,3,9,10,3,5,10,8,7,1,no_peers,6,NA
LEdwG4No7,PPK Kazinczy utca,1,0,0,7,10,4,10,10,0,4,0,no_peers,6,NA
RDBnlWv4L,PPK Kazinczy utca,1,7,5,7,6,4,7,6,3,7,6,no_peers,6,NA
rYbB5AGmW,TÓK,1,5,4,10,3,5,4,7,7,5,5,no_peers,6,NA
ZwDD7BoYw,PPK Kazinczy utca,1,0,2,4,6,4,5,8,2,7,0,no_peers,6,NA
w6PM2rGq3,PPK Kazinczy utca,1,0,0,5,0,0,0,0,0,0,0,no_peers,6,NA
rYP8bdJav,PPK Kazinczy utca,1,9,0,3,6,0,4,10,0,3,0,peers_stairs,6,NA
P03nqrQxv,BTK F épület,1,1,0,2,5,3,5,5,0,4,0,no_peers,6,NA
Vk27byM3N,PPK Kazinczy utca,1,10,0,5,5,10,5,10,5,5,0,no_peers,6,NA
e4v0BjPqR,PPK Kazinczy utca,1,0,0,0,0,0,0,0,0,0,0,no_peers,6,NA
8xVK1apdZ,BTK Rákóczi utca 5 (R5),1,9,1,0,0,0,5,10,0,5,0,no_peers,6,NA
YwKpYK80X,Lágymányos Északi Tömb,1,10,6,10,3,0,4,0,0,7,3,no_peers,6,NA
RDj873jo2,BTK D épület,1,6,5,0,5,0,3,10,3,3,0,no_peers,6,NA
1mZkvd6Xq,Lágymányos Déli Tömb,1,4,4,3,6,1,2,7,3,3,3,peers_stairs,6,NA
8xjRddjo0,Egyéb:,1,0,0,0,0,0,0,6,0,0,0,no_peers,6,NA
e4AoNV11y,Lágymányos Északi Tömb,1,2,2,4,4,0,2,5,0,3,7,no_peers,6,NA
RDwmELd7K,BTK Rákóczi utca 5 (R5),1,0,1,1,2,2,1,0,2,1,1,peers_stairs,6,NA
4Na1PPW6j,Lágymányos Déli Tömb,1,0,0,0,0,0,3,7,0,5,5,peers_stairs,6,NA
AnWnkPQw0,Egyéb:,0,7,1,9,8,8,3,1,0,0,0,no_peers,6,NA
jbJ58GADZ,PPK Izabella utca,1,8,4,4,5,5,5,6,7,5,5,no_peers,6,NA
WE6LWvVAE,PPK Kazinczy utca,0,2,0,2,0,0,1,0,1,2,0,peers_elevator,6,NA
P00wpBn38,Lágymányos Északi Tömb,0,2,9,10,9,1,6,1,0,3,5,peers_elevator,6,NA
AnxGKWe10,PPK Izabella utca,1,5,2,8,10,6,4,10,3,7,1,peers_stairs,6,NA
bEaGXp7mw,Lágymányos Déli Tömb,1,3,4,3,6,2,6,7,5,6,5,peers_stairs,6,NA
E8X7JoZDQ,BTK D épület,1,10,5,2,10,3,0,3,2,5,0,no_peers,6,NA
LE03rGleK,BTK C épület,1,2,4,5,6,1,2,7,7,6,1,peers_stairs,6,NA
LEaDbwQPM,Lágymányos Északi Tömb,1,10,0,0,0,0,0,10,10,0,5,no_peers,6,NA
v0wKAYvAe,PPK Kazinczy utca,1,7,8,6,8,7,3,6,0,3,0,peers_elevator,6,NA
281npYAej,Lágymányos Déli Tömb,1,1,1,0,0,3,2,4,0,1,1,peers_stairs,6,NA
xXmRpaD7q,BTK Rákóczi utca 5 (R5),1,0,5,0,5,0,10,10,5,5,0,no_peers,6,NA
YwG8ZX6q5,PPK Izabella utca,1,0,0,0,3,3,7,9,4,0,1,peers_stairs,6,NA
8x5WMNp80,PPK Izabella utca,0,5,8,5,7,0,3,0,0,0,0,peers_elevator,6,NA
VkwNNXLXv,PPK Kazinczy utca,1,3,2,5,4,3,5,8,3,6,4,no_peers,6,NA
Bv414Jovw,Lágymányos Déli Tömb,1,4,2,3,3,1,3,3,1,5,3,peers_stairs,6,NA
7VeE0Ppea,PPK Kazinczy utca,1,10,0,2,3,0,0,10,0,10,10,no_peers,6,NA
VkVmr1ZZb,BTK Rákóczi utca 5 (R5),0,7,2,8,3,0,7,3,0,2,1,peers_elevator,6,NA
E804W5EB3,PPK Kazinczy utca,1,5,2,8,4,3,5,3,7,5,5,no_peers,6,NA
aEK7x3qRD,Lágymányos Déli Tömb,1,1,0,3,1,2,1,2,3,4,7,no_peers,6,NA
GnYD4ylKq,Egyéb:,1,7,4,3,5,3,0,5,3,8,0,peers_stairs,6,NA
Q3jqrMlbr,PPK Kazinczy utca,0,3,7,5,8,0,4,3,0,3,0,no_peers,6,NA
8xB2q6Mo8,BTK Rákóczi utca 5 (R5),0,9,0,8,6,3,7,1,5,1,2,peers_stairs,6,NA
AnVpwaY1a,PPK Kazinczy utca,1,7,2,5,3,3,7,7,5,7,9,peers_stairs,6,NA
lKML1lM2x,Lágymányos Déli Tömb,1,0,3,0,0,0,0,0,2,0,3,no_peers,6,NA
w6W5wqjV5,PPK Kazinczy utca,1,7,1,1,2,0,5,6,3,6,4,no_peers,6,NA
e4kab1lk6,TÓK,0,5,10,10,8,6,7,0,6,5,6,peers_stairs,6,NA
28V7PMo7x,Egyéb:,1,0,0,0,7,0,3,9,0,10,0,peers_stairs,6,NA
nWlXbWDG2,PPK Kazinczy utca,0,10,10,2,0,0,2,5,4,3,1,peers_stairs,6,NA
7Vkyxm4Mv,TÓK,1,2,7,2,2,2,1,10,2,6,6,no_peers,6,NA
YwVQrpWxd,TÓK,1,9,3,9,8,6,4,5,6,5,2,peers_stairs,6,NA
Q3vdE3WBn,PPK Kazinczy utca,0,10,3,10,8,1,9,4,4,3,0,no_peers,6,NA
4N6XX0pEB,BTK Rákóczi utca 5 (R5),0,7,7,6,10,3,9,3,2,2,0,no_peers,6,NA
E81lQnPVA,TÓK,0,9,3,3,4,5,4,0,6,1,3,no_peers,6,NA
Zwl4wony4,Lágymányos Északi Tömb,1,0,0,1,1,4,5,7,0,3,0,peers_stairs,6,NA
RD3LdqvPK,Lágymányos Északi Tömb,0,7,3,7,6,2,3,2,1,2,1,no_peers,6,NA
5Nm1NPqmJ,Lágymányos Északi Tömb,1,5,1,1,1,1,4,6,2,4,2,peers_stairs,6,NA
AnlRr2B63,Lágymányos Déli Tömb,1,0,0,2,2,0,5,5,4,8,3,no_peers,6,NA
28lJ3lKlM,TÓK,0,7,8,10,8,1,2,2,5,5,1,peers_elevator,6,NA
rYVMmPkB5,Lágymányos Déli Tömb,1,2,6,2,4,7,1,2,1,4,0,peers_stairs,6,NA
qNeq42p4R,Lágymányos Északi Tömb,0,8,0,2,3,0,0,0,2,3,0,no_peers,6,NA
WEDxJX7Mj,"BGGYK A, B épület",1,0,10,10,10,10,10,0,10,0,10,peers_stairs,6,NA
RDmRXd2ZG,Lágymányos Déli Tömb,0,5,4,6,9,8,2,2,2,1,1,no_peers,6,NA
jbEqaNnER,BTK 6-8 főépület,1,5,4,2,4,4,2,4,5,3,0,no_peers,6,NA
MBqo3ZVM0,Egyéb:,0,0,2,10,5,0,8,0,0,0,0,no_peers,6,NA
nWwX355wM,Lágymányos Déli Tömb,1,1,3,0,2,0,3,1,0,2,0,no_peers,6,NA
Zww83a578,Lágymányos Déli Tömb,1,3,0,2,4,0,2,0,0,0,0,peers_stairs,6,NA
bEQ8LQnlA,Lágymányos Északi Tömb,0,5,1,6,6,2,0,1,1,0,9,peers_elevator,6,NA
LEpNRVNJK,PPK Izabella utca,1,4,0,4,8,5,4,9,3,8,0,peers_stairs,6,NA
jbbZ2Ax4r,Lágymányos Déli Tömb,1,0,0,0,0,0,0,10,5,10,0,no_peers,6,NA
ZwLPjlEZ4,BTK Rákóczi utca 5 (R5),1,0,0,10,0,0,9,0,0,10,10,peers_stairs,6,NA
m5adadPMM,Lágymányos Északi Tömb,0,8,7,5,6,2,9,2,1,0,0,no_peers,6,NA
D2qGAZa7w,BTK C épület,1,8,0,5,8,0,7,7,0,0,0,peers_stairs,6,NA
pvmL16DNb,Egyéb:,1,10,10,10,10,3,0,10,10,10,0,no_peers,6,NA
RDrQGMvwa,PPK Kazinczy utca,0,10,6,9,8,6,5,2,5,6,0,no_peers,6,NA
WEEd17PWM,PPK Izabella utca,0,0,8,9,9,0,1,0,0,0,0,no_peers,6,NA
lK70myvDB,Lágymányos Déli Tömb,0,6,3,10,5,2,5,3,3,0,5,no_peers,6,NA
VkRYvEV0N,BTK 6-8 főépület,1,10,0,0,1,10,5,10,0,0,0,no_peers,6,NA
e4qYJdW10,Lágymányos Északi Tömb,1,9,0,0,0,0,3,3,0,0,1,no_peers,6,NA
LEBeodKaj,TÓK,0,5,6,6,1,5,2,6,1,6,7,peers_stairs,6,NA
P0ABwBmjX,TÓK,1,3,0,1,1,0,5,10,4,0,0,peers_stairs,6,NA
rYoZP6mQ5,BTK Rákóczi utca 5 (R5),0,5,6,5,5,4,4,4,3,3,4,no_peers,6,NA
m5J21qYvm,BTK Rákóczi utca 5 (R5),0,10,10,10,7,0,3,1,1,2,7,peers_elevator,6,NA
xX7r8YWYq,PPK Izabella utca,1,8,2,8,3,1,10,5,0,5,6,peers_stairs,6,NA
YwJG0Xyov,Lágymányos Déli Tömb,1,0,0,0,0,0,10,5,0,5,10,peers_stairs,6,NA
aE1DXNEV0,Egyéb:,0,7,2,9,2,0,7,1,1,6,2,peers_elevator,6,NA
JN5n07XkD,PPK Kazinczy utca,0,6,7,7,7,7,5,5,5,0,1,peers_elevator,6,NA
JNe57ZbWG,PPK Kazinczy utca,1,0,6,6,8,0,5,10,0,5,5,no_peers,6,NA
v00banbVx,"BGGYK A, B épület",0,6,3,9,2,2,6,4,2,2,3,no_peers,6,NA
aEbnemom5,Lágymányos Északi Tömb,0,7,0,10,5,0,7,1,0,4,0,no_peers,6,NA
Gnv32DdPj,BTK I épület,0,10,2,7,8,4,4,3,6,3,0,no_peers,6,NA
Gnv32DdPj,BTK I épület,0,10,2,6,7,4,4,3,6,2,0,no_peers,6,NA
BvlPdqPqx,BTK Rákóczi utca 5 (R5),0,4,6,10,10,5,7,2,5,3,0,no_peers,6,NA
E80yJk3Bk,BTK Rákóczi utca 5 (R5),0,5,7,10,8,6,3,0,1,2,0,no_peers,6,NA
280MMnE0r,PPK Kazinczy utca,0,4,3,3,3,1,2,2,2,4,3,peers_elevator,6,NA
AnpBjMPQZ,TÓK,1,1,1,2,2,1,1,2,2,1,2,peers_stairs,6,NA
Gnd2xJ5oN,PPK Izabella utca,1,6,4,6,3,0,5,8,3,7,0,no_peers,6,NA
8x8RddbEG,Lágymányos Déli Tömb,1,0,2,0,9,0,0,3,0,3,0,peers_stairs,6,NA
5NN6Vk3xL,Lágymányos Déli Tömb,1,5,4,5,6,6,5,4,6,3,5,peers_stairs,6,NA
qNPeoVq37,Lágymányos Északi Tömb,1,6,8,2,8,1,7,0,9,0,10,no_peers,6,NA
xXYwL50k1,PPK Kazinczy utca,0,10,3,3,0,0,7,5,6,6,0,no_peers,6,NA
m5WAL3brm,PPK Izabella utca,1,0,0,0,0,0,0,0,0,0,0,peers_stairs,6,NA
jbB1yPkp5,Lágymányos Déli Tömb,0,6,3,6,5,3,4,3,4,3,2,no_peers,6,NA
28vJPEVyo,Lágymányos Déli Tömb,1,5,4,3,3,4,3,3,5,5,3,no_peers,6,NA
or7VGVJaM,BTK Rákóczi utca 5 (R5),0,8,6,10,7,2,4,1,7,0,1,peers_elevator,6,NA
8xPD2xGKE,Lágymányos Déli Tömb,1,9,9,1,8,0,6,7,5,2,1,no_peers,6,NA
rYemV7qL5,Lágymányos Déli Tömb,1,5,3,3,5,6,6,7,3,6,5,no_peers,6,NA
ora42r5eW,TÓK,1,8,1,8,6,7,3,2,7,7,3,no_peers,6,NA
w6AQ1b8W8,BTK 6-8 főépület,1,0,0,10,10,10,0,5,0,10,10,no_peers,6,NA
LE80ldkR7,TÓK,1,2,4,4,4,2,6,10,3,8,2,peers_stairs,6,NA
JN7m7B2GD,"BGGYK A, B épület",1,0,0,0,2,0,5,6,2,4,1,no_peers,6,NA
MBNEkjnBA,Egyéb:,0,7,5,10,8,8,8,3,0,5,6,peers_elevator,6,NA
E8B73NbxJ,TÓK,1,8,2,1,1,0,1,1,0,0,0,peers_stairs,6,NA
orEG6RPwx,BGGYK C épület,1,0,0,0,5,0,8,10,0,10,0,peers_stairs,6,NA
VkwNNXLXv,BTK 6-8 főépület,1,4,3,4,2,1,5,8,3,2,3,no_peers,6,NA
rYBZQomLv,PPK Kazinczy utca,1,7,2,0,5,0,3,4,0,0,0,no_peers,6,NA
5N1WqDDZR,PPK Kazinczy utca,1,0,0,0,2,3,5,6,0,1,0,no_peers,6,NA
RDjZdQ1Y3,PPK Kazinczy utca,1,0,1,3,3,1,7,5,0,5,0,no_peers,6,NA
8xKeYK4Qm,BTK 6-8 főépület,1,0,0,0,0,0,4,4,0,1,0,peers_stairs,6,NA
rY7qaP4vW,Lágymányos Északi Tömb,0,6,5,5,3,4,5,3,3,3,5,peers_elevator,6,NA
jbAvGDqyZ,BTK Rákóczi utca 5 (R5),0,10,10,7,9,2,4,3,6,1,2,peers_elevator,6,NA
AnEbYmj4d,Lágymányos Déli Tömb,1,6,5,5,6,4,6,5,5,5,8,no_peers,6,NA
E8nGxeWA8,BTK 6-8 főépület,1,0,0,0,0,0,0,7,0,0,0,no_peers,6,NA
7VBby128o,TÓK,1,4,3,2,1,0,2,6,3,8,2,no_peers,6,NA
28YVrWdYA,PPK Izabella utca,1,7,2,7,7,0,1,10,7,5,9,peers_stairs,6,NA
28WRBBAmV,Lágymányos Déli Tömb,1,1,1,1,3,3,3,3,1,3,1,no_peers,6,NA
28aaJoN6x,PPK Kazinczy utca,1,2,0,3,1,0,5,7,1,8,3,no_peers,6,NA
yeL2QZ5JK,PPK Izabella utca,1,0,0,0,0,0,0,10,0,0,0,no_peers,6,NA
or41BGrbM,BTK Rákóczi utca 5 (R5),0,10,0,10,0,0,8,0,0,0,3,peers_elevator,6,NA
Anlw8Epwy,Egyéb:,1,1,0,10,4,4,8,10,10,5,8,no_peers,6,NA
MBBpAA4oY,BTK D épület,1,0,0,0,0,0,0,0,0,0,0,no_peers,7,NA
1mm4R4nwY,Lágymányos Északi Tömb,0,7,0,10,5,0,0,0,0,3,10,peers_elevator,7,NA
nWG1Jlypd,Lágymányos Déli Tömb,1,9,5,6,0,0,6,0,0,0,4,no_peers,7,NA
rYBZQomLv,PPK Izabella utca,0,9,5,8,5,5,8,0,0,0,0,no_peers,7,NA
rYexmQqjq,Lágymányos Déli Tömb,1,0,0,2,1,0,1,1,4,7,1,peers_stairs,7,NA
LE7G1RvbM,PPK Izabella utca,0,7,9,7,6,2,1,0,0,0,1,peers_elevator,7,NA
GnN2GYnkP,Lágymányos Északi Tömb,1,0,0,0,0,0,2,4,5,0,4,no_peers,7,NA
ZwK52xmYq,BTK Rákóczi utca 5 (R5),1,3,7,3,5,2,3,7,1,7,5,peers_elevator,7,NA
jbVvE7j64,BTK D épület,0,9,7,1,2,2,10,1,1,1,1,no_peers,7,NA
ZwDqq7ave,BTK F épület,1,10,8,2,6,2,1,7,5,3,2,peers_stairs,7,NA
Zwl4wony4,Lágymányos Északi Tömb,0,1,0,7,4,3,5,4,0,1,0,peers_elevator,7,NA
lKM7vwBwL,PPK Izabella utca,0,10,3,4,5,0,6,3,0,0,0,no_peers,7,NA
bE1ED3n2K,PPK Izabella utca,1,7,0,8,0,0,5,7,0,5,8,no_peers,7,NA
nWlXbWDG2,PPK Izabella utca,0,0,10,3,3,3,3,2,2,10,1,peers_stairs,7,NA
4N6XX0pEB,BTK 6-8 főépület,1,10,9,1,9,3,6,3,6,2,0,no_peers,7,NA
JNPj0ZEKQ,Egyéb:,1,6,2,5,2,6,4,4,7,7,2,no_peers,7,NA
VkwGmD4Kb,BTK D épület,1,9,10,3,10,0,5,9,5,8,5,no_peers,7,NA
jboNJ8p65,PPK Kazinczy utca,1,1,1,1,1,3,1,5,1,5,2,peers_stairs,7,NA
RDaJ813b3,Egyéb:,1,10,7,10,9,4,7,8,8,3,10,no_peers,7,NA
m5YBwjjVk,Egyéb:,1,0,0,0,1,0,0,6,0,5,0,no_peers,7,NA
P03nqrQxv,BTK 6-8 főépület,1,3,0,6,6,2,5,5,0,6,0,peers_stairs,7,NA
RDj873jo2,BTK D épület,1,6,6,4,6,0,3,10,3,1,0,no_peers,7,NA
YwQ2mZAqJ,BTK Rákóczi utca 5 (R5),0,10,0,10,5,4,7,0,8,0,2,peers_elevator,7,NA
lKxPY1A35,Lágymányos Déli Tömb,0,2,7,9,5,3,2,3,2,5,1,no_peers,7,NA
